"zona5"
-74.19746801,2.003931468
-74.20718836,1.999161513
-74.21375861,1.995641536
-74.21779877,1.992211544
-74.22141891,1.989491553
-74.22884921,1.980841549
-74.23295938,1.975361547
-74.23854962,1.96878155
-74.24556992,1.958331529
-74.24860005,1.95417153
-74.2546803,1.946391517
-74.26070055,1.93955152
-74.26537075,1.933131512
-74.27495115,1.922661513
-74.27874128,1.92036153
-74.28419148,1.918791553
-74.29315176,1.920191631
-74.30221677,1.927188869
-74.31332857,1.934950242
-74.31905252,1.935371911
-74.32819283,1.93319196
-74.33343304,1.929231971
-74.33723789,1.926226924
-74.34090332,1.923331989
-74.34859362,1.917922011
-74.35529387,1.913252029
-74.36050407,1.90903204
-74.36208415,1.904462023
-74.36437427,1.898172001
-74.36633437,1.893281977
-74.37151459,1.888131989
-74.37618477,1.884151995
-74.38104496,1.879311998
-74.38256503,1.876491988
-74.38284509,1.868591943
-74.38631527,1.860651914
-74.38796536,1.854691889
-74.38917546,1.846451849
-74.3911156,1.835381793
-74.39441574,1.829871779
-74.39709588,1.823731758
-74.40016227,1.818688131
-74.40266613,1.813481738
-74.40655631,1.806331723
-74.40960647,1.798051691
-74.41416668,1.789741672
-74.41523394,1.786628994
-74.41657407,1.78272047
-74.41880007,1.77533969
-74.42084821,1.76582214
-74.42192715,1.758351527
-74.42344725,1.751001494
-74.42285728,1.744861455
-74.42387734,1.741211438
-74.42664747,1.735781419
-74.42746753,1.730661399
-74.4285076,1.725121372
-74.42989767,1.721831355
-74.43161776,1.718381348
-74.43193777,1.71709134
-74.43242784,1.709561302
-74.43452795,1.70430128
-74.43609803,1.699271262
-74.43584807,1.691491214
-74.43669814,1.685441178
-74.43816824,1.677681144
-74.44046837,1.670911117
-74.44024841,1.664291072
-74.44247852,1.658501053
-74.44580868,1.652081036
-74.44813878,1.647331023
-74.44949886,1.643281014
-74.45193898,1.637710992
-74.45294904,1.632670967
-74.45534916,1.62615095
-74.45771929,1.618660914
-74.46071942,1.614950916
-74.46304951,1.612590916
-74.46666964,1.61082093
-74.47071978,1.609390947
-74.47856007,1.605520977
-74.48236022,1.602650986
-74.48625037,1.598740997
-74.49130057,1.594191003
-74.49774082,1.589461014
-74.50382104,1.586001036
-74.50999129,1.579581037
-74.51577153,1.572601037
-74.52311182,1.565051039
-74.52773201,1.559571037
-74.5348123,1.552251043
-74.54116253,1.548431065
-74.54338262,1.546801063
-74.55126291,1.542421093
-74.55385301,1.540131099
-74.55751315,1.537121105
-74.56281335,1.533101117
-74.56563346,1.531531122
-74.57075363,1.530381153
-74.57456376,1.53007118
-74.57997394,1.53097122
-74.58270402,1.531911245
-74.58769417,1.534701295
-74.59350436,1.535481338
